parcel,zoning
32214,20283
32233,20495
6041,20521
6065,20521
6109,20521
37702,20521
37706,20521
37712,20521
37713,20521
37737,20521
37963,20505
8443,20521
8590,20521
8624,20505
3020,20540
3897,20521
8440,20495
40968,20505
12504,20495
16649,20495
16710,20495
56405,20495
65813,20521
60384,20495
8787,20521
8822,20521
16842,20495
3240,20527
64921,20540
64311,20509
65103,20521
65080,20563
65068,20629
65191,20623
65359,20540
66010,20335
5955,20495
8927,20521
8949,20521
8986,20521
64288,20495
9095,20521
16941,20495
56507,20495
56521,20495
52958,20495
60556,20495
60614,20495
37883,20495
64354,20495
12667,20495
12685,20495
41139,20495
41153,20495
16982,20495
16991,20495
17022,20495
17049,20495
60704,20495
60711,20495
38039,20495
8972,20495
28205,20521
5583,20540
9088,20495
9102,20495
6437,20495
24317,20495
24387,20495
60879,20495
9221,20495
9236,20495
67017,20540
6580,20495
6611,20495
32532,20521
32642,20521
32782,20505
32786,20505
32850,20521
33034,20505
33037,20505
32971,20521
33256,20505
33081,20521
21236,20495
21240,20495
33380,20521
33475,20521
33774,20521
56907,20495
24576,20495
24617,20495
44792,20505
5814,20505
21353,20495
21363,20495
21367,20495
32440,20495
38131,20505
66585,20364
66521,20521
67306,20629
67673,20540
67194,20521
7542,20521
7658,20521
21440,20495
29040,20535
29044,20535
28631,20260
28729,20563
29187,20521
17468,20521
41035,20504
66477,20495
57191,20495
34170,20521
33198,20563
34487,20505
34460,20521
34524,20521
34737,20505
34882,20505
34755,20521
34837,20521
9841,20521
7321,20289
7677,20289
7691,20511
9388,20495
68072,20564
24740,20495
22044,20505
13373,20495
32733,20495
34416,20540
21710,20497
71990,20521
61538,20505
17818,20495
28865,20495
42400,20505
61063,20505
21881,20497
21918,20497
53263,20495
68224,20540
7869,20535
61083,20495
7699,20505
61155,20495
67701,20495
68357,20331
35298,20505
35157,20521
35395,20521
7272,20495
7595,20495
17847,20495
9728,20495
18022,20495
24067,20256
7842,20495
68056,20495
29320,20495
29403,20495
38502,20505
38505,20505
38687,20505
38693,20505
18072,20495
57422,20495
13887,20495
42240,20495
5573,20254
69030,20540
69031,20540
69034,20579
68316,20563
68958,20565
69214,20540
61260,20495
22279,20495
22320,20495
9940,20495
61698,20505
68318,20495
14543,20521
14050,20495
14069,20495
29370,20505
14102,20495
35517,20521
35766,20505
35825,20521
35063,20509
34910,20540
68486,20331
73074,20521
76340,20195
76856,20521
69391,20246
69486,20282
69529,20424
69603,20540
18295,20495
69733,20540
73694,20542
72965,20521
72288,20314
72867,20666
72239,20540
73145,20521
73182,20521
73400,20540
73279,20521
73312,20429
73316,20429
73962,20671
74316,20540
73664,20521
73797,20521
74200,20521
74233,20521
74352,20521
74392,20521
74827,20521
61519,20504
24840,20495
75193,20521
75246,20521
75651,20521
22465,20495
70410,20521
70454,20521
72670,20495
75097,20529
53391,20495
70652,20540
70673,20521
75395,20522
70843,20521
70931,20540
37337,20502
22635,20505
24894,20495
14446,20495
38968,20509
35974,20563
77260,20521
68466,20495
77365,20521
77795,20521
68636,20495
76613,20424
72625,20433
75830,20521
39065,20505
10038,20495
18539,20495
13896,20505
14305,20505
72822,20495
57780,20521
42589,20495
70001,20355
58016,20521
80166,20433
71372,20543
71482,20335
71569,20579
14773,20495
71746,20521
80122,20495
23112,20497
42901,20495
42948,20495
29700,20495
29718,20495
29727,20495
39546,20505
39713,20505
14895,20495
14916,20495
42966,20495
43009,20495
45345,20504
45382,20504
45465,20504
29831,20495
58000,20495
78126,20521
15308,20495
10147,20521
10322,20521
23183,20495
62532,20256
80379,20495
15280,20495
80382,20495
39231,20495
39967,20505
78083,20495
9225,20505
43252,20505
15454,20495
80233,20502
18916,20495
10662,20521
42854,20504
80620,20515
43329,20502
43343,20502
30301,20495
84044,20495
58220,20495
25392,20495
45761,20504
15583,20495
78289,20495
80684,20521
80687,20521
45685,20495
23502,20495
18903,20495
62614,20388
62772,20388
80507,20495
80924,20521
80585,20495
63170,20505
43757,20505
43765,20505
10617,20495
43395,20495
43402,20495
43479,20495
45861,20495
58451,20495
43714,20495
19038,20495
23581,20495
78404,20495
58426,20521
19179,20505
15674,20495
62842,20495
23726,20495
25356,20507
25308,20521
30675,20495
58660,20495
10654,20521
46085,20495
53757,20495
81081,20521
25985,20507
63128,20504
63341,20505
63351,20504
58704,20495
58777,20495
81323,20521
85093,20521
63347,20505
43837,20495
43880,20495
19307,20495
85395,20521
84644,20495
84794,20495
88241,20521
25852,20495
63238,20495
25977,20495
62929,20388
30178,20540
75913,20595
23914,20495
46396,20505
44038,20505
19468,20495
15907,20495
84873,20495
84876,20495
84887,20495
53426,20521
63460,20495
63462,20495
53956,20495
63653,20495
92089,20495
92141,20495
78890,20495
78891,20495
31039,20521
31072,20551
46274,20495
100268,20256
92234,20495
30959,20495
30464,20540
30592,20540
59105,20495
92332,20495
19711,20495
19714,20495
54239,20495
64119,20540
30993,20524
81751,20521
92424,20495
92565,20495
26302,20495
42172,20493
59336,20495
59407,20495
63413,20540
104129,20505
104191,20638
104219,20505
104237,20505
28235,20246
100293,20495
19742,20495
64086,20521
85422,20495
85517,20495
85586,20495
81815,20495
81844,20495
31247,20495
63950,20495
64048,20495
79200,20495
46898,20527
79360,20495
78741,20572
54303,20495
54305,20495
54313,20495
54321,20495
82206,20495
31263,20495
11391,20521
92899,20495
11158,20495
47005,20495
93045,20505
100494,20495
100524,20495
19886,20521
79412,20495
79492,20495
11419,20495
93150,20495
96271,20495
100559,20495
88852,20495
96282,20495
96295,20495
96304,20495
100634,20495
100661,20495
79515,20495
79522,20495
112114,20540
93279,20535
88809,20521
26531,20495
108655,20521
96465,20495
108457,20521
47154,20495
46874,20505
47241,20505
47279,20505
96697,20495
47246,20495
47290,20495
93330,20495
123428,20521
116434,20540
93364,20495
28957,20509
29253,20509
100908,20495
85626,20267
86356,20521
100965,20495
83068,20521
83213,20521
31607,20495
109071,20521
109126,20521
47350,20505
101049,20495
101084,20495
47311,20495
47327,20495
31003,20540
116148,20540
116343,20521
112311,20495
112424,20495
31735,20495
96988,20495
97008,20495
104727,20495
93756,20521
123546,20521
26657,20495
59859,20495
59885,20495
104211,20337
123654,20563
123662,20563
31976,20505
86343,20267
116501,20540
116327,20563
116505,20303
117163,20563
117173,20563
117234,20563
117291,20563
116718,20540
116807,20540
116961,20521
117101,20521
117152,20521
108900,20495
11841,20495
93866,20535
93948,20521
47483,20495
116915,20505
59966,20495
109422,20521
108227,20388
119924,20563
109624,20540
54119,20505
82860,20201
123869,20505
120389,20260
124005,20563
124354,20505
124323,20563
124332,20563
101337,20495
97072,20495
117023,20505
117578,20521
97150,20495
89145,20495
109966,20521
110026,20521
120663,20521
120836,20521
120816,20540
120847,20540
112017,20521
112374,20521
76237,20435
77144,20267
78767,20267
124296,20502
124849,20535
89258,20495
89263,20495
89250,20521
60067,20495
104466,20521
104469,20521
104609,20521
104736,20521
116362,20495
97340,20521
89462,20495
60098,20495
96220,20563
104926,20495
121001,20521
122136,20521
122138,20521
121142,20545
121347,20521
124394,20509
121316,20286
122167,20563
122506,20521
122773,20521
122792,20521
122585,20563
121829,20579
121840,20540
121844,20540
121931,20540
94121,20495
117926,20521
112718,20563
112935,20521
122163,20540
122205,20540
47797,20495
37279,20540
39586,20311
118220,20521
94266,20495
97171,20495
101423,20495
101013,20521
105239,20505
101835,20521
124758,20505
89643,20495
89647,20495
94170,20495
125341,20505
125533,20505
55028,20495
125760,20521
55057,20495
83511,20521
105041,20495
105042,20495
105139,20495
97251,20495
86552,20495
125010,20267
113054,20563
113316,20563
113549,20540
118695,20540
118677,20521
119117,20540
118342,20532
122869,20495
110403,20495
97515,20495
101602,20495
101614,20495
83576,20521
101631,20495
118109,20495
127405,20521
127616,20521
131359,20521
131431,20521
125009,20495
125182,20495
125196,20495
110621,20521
55097,20495
82799,20434
118475,20495
46636,20521
135347,20563
135462,20521
137115,20543
136593,20563
94424,20495
105150,20495
135527,20521
136651,20540
135564,20521
137069,20563
135656,20521
137800,20315
138722,20651
124548,20292
136989,20623
137486,20265
135751,20521
137534,20623
135966,20521
136948,20565
138326,20540
105213,20495
105217,20495
97548,20495
97590,20495
101820,20495
101955,20495
125403,20495
125582,20495
86747,20495
86750,20495
86792,20495
138797,20368
118687,20532
44113,20522
47994,20495
44542,20522
46401,20360
139071,20651
138412,20540
138431,20118
139449,20651
139291,20473
48061,20495
142866,20593
102023,20495
105376,20521
105456,20521
105618,20521
105641,20521
102122,20495
97653,20495
119560,20540
119581,20521
119582,20521
119665,20540
119632,20521
113736,20256
118009,20303
119753,20540
30098,20504
138991,20115
119776,20260
83648,20495
83659,20495
143078,20267
143162,20521
143464,20540
143711,20521
118940,20567
119430,20567
131649,20521
122244,20540
131705,20521
131821,20521
94565,20521
105326,20495
126320,20521
132032,20521
132041,20521
132088,20521
132328,20521
132754,20521
83842,20495
126476,20563
126495,20563
126546,20563
126592,20563
126654,20563
105856,20540
145132,20593
105841,20521
105901,20521
105967,20521
106024,20521
97889,20495
110812,20495
144533,20593
143546,20581
144946,20563
144975,20521
145050,20521
145299,20521
145832,20521
89947,20521
126981,20563
127050,20563
146672,20540
146730,20579
138597,20652
144290,20454
144352,20454
139614,20651
139354,20649
138851,20625
138875,20625
138876,20625
139665,20482
139748,20651
106172,20521
106177,20521
97984,20495
97992,20495
106457,20521
145935,20299
98030,20495
127897,20563
80885,20505
128162,20540
129160,20521
129383,20563
129525,20563
128685,20521
130848,20563
129447,20521
129687,20521
126240,20495
129770,20521
130400,20521
130448,20521
89892,20495
130957,20521
130969,20521
131080,20521
102699,20495
102731,20495
145762,20563
146134,20592
110873,20495
106651,20521
119829,20495
106838,20579
131529,20495
131748,20495
131753,20495
107094,20521
107294,20521
146377,20290
139900,20651
140276,20241
140358,20241
140335,20170
138331,20256
127176,20563
140909,20241
140987,20241
140998,20241
140946,20650
139803,20671
141323,20671
125965,20246
141492,20540
141535,20540
147280,20579
147548,20540
102836,20495
132052,20495
126551,20288
102884,20495
107593,20521
107663,20521
98325,20495
141802,20593
141809,20593
145121,20264
142096,20293
142088,20458
142125,20540
140240,20234
140551,20234
114470,20540
142106,20521
141899,20545
114173,20521
142086,20545
90177,20495
126968,20288
126999,20495
106772,20355
55251,20495
94615,20521
103021,20495
103033,20495
103053,20495
148210,20593
111262,20495
98487,20495
132833,20521
103156,20495
111084,20388
133096,20521
133128,20521
103213,20495
111313,20495
111373,20495
107238,20495
111515,20521
114545,20579
114554,20540
58325,20314
148025,20592
148118,20563
90348,20495
87172,20495
87186,20495
94970,20495
95006,20495
114180,20495
132661,20563
132909,20563
133207,20563
133423,20521
103322,20495
133596,20521
133661,20521
133687,20521
133689,20521
133701,20521
133783,20521
133875,20521
133876,20521
133988,20521
90475,20495
134249,20535
134445,20521
114725,20521
114768,20521
103387,20495
103448,20495
134585,20521
134719,20521
90584,20495
135037,20521
149498,20614
148888,20582
149831,20469
149873,20153
149106,20294
149192,20291
150055,20164
149388,20579
114808,20540
114673,20495
55469,20495
148971,20179
150099,20157
149208,20179
150203,20475
133464,20495
133470,20495
103500,20495
103624,20521
87441,20502
64010,20502
61239,20491
107809,20540
107264,20543
104643,20502
107182,20246
83450,20500
131142,20521
80547,20433
83959,20502
107897,20540
83631,20434
83882,20199
142690,20593
142770,20563
142642,20512
133064,20256
146460,20467
133920,20563
68251,20339
143750,20512
146115,20178
87065,20246
141180,20646
142267,20305
87659,20521
121060,20490
115402,20521
114903,20495
103578,20495
113414,20563
115505,20521
87620,20495
115508,20521
115808,20540
95393,20495
95406,20495
99183,20495
115704,20521
99207,20495
101800,20498
101336,20632
90908,20495
149069,20563
87816,20495
103708,20495
87968,20553
151953,20521
151879,20540
151470,20290
26173,20260
128487,20495
152903,20424
76913,20573
114427,20502
114431,20502
87863,20495
115259,20495
151159,20103
107953,20495
152586,20540
134870,20495
152443,20277
152107,20591
153270,20592
87965,20495
111975,20495
115410,20495
115449,20495
153229,20521
151332,20495
151377,20103
152692,20505
99770,20563
43547,20499
151385,20103
43791,20502
55570,20271
43898,20502
52110,20522
54258,20521
52835,20359
43808,20504
92985,20509
53754,20502
53755,20502
22939,20527
99456,20495
23384,20497
27391,20563
26800,20258
100010,20502
55167,20504
27738,20563
27467,20258
27564,20258
24804,20502
95918,20495
27804,20495
99604,20495
91727,20495
27708,20495
55950,20495
56020,20495
99898,20495
100006,20495
91756,20495
48343,20505
48517,20495
48546,20495
48620,20495
48695,20495
48831,20495
48842,20495
49269,20495
49346,20495
49427,20495
50003,20505
49572,20495
50177,20495
50231,20495
50405,20495
50737,20495
51162,20505
39439,20310
51607,20521
49051,20267
51788,20505
51864,20267
51048,20495
49707,20491
51405,20495
51536,20495
51645,20495
4639,20495
124,20553
274,20540
4846,20495
4384,20521
4394,20521
4100,20563
506,20521
4418,20521
2593,20256
544,20521
664,20540
4659,20521
36143,20505
44124,20505
4743,20521
4864,20521
937,20521
4976,20521
1149,20521
1179,20521
1214,20521
7970,20521
5316,20521
1326,20521
1446,20521
1925,20540
1559,20521
1594,20521
1689,20521
1710,20521
11949,20521
8101,20521
2182,20495
11925,20495
40082,20505
40153,20505
40177,20505
15928,20495
12047,20495
2715,20505
2823,20521
5660,20521
16015,20495
20114,20495
24134,20495
36119,20502
16310,20495
20312,20495
5796,20563
20336,20495
3062,20505
40122,20495
36131,20495
36262,20495
2254,20495
2527,20495
44218,20495
3512,20505
3476,20521
5648,20495
3535,20521
3537,20521
3632,20521
3638,20521
52719,20505
40244,20495
37173,20502
36942,20505
40574,20505
40575,20505
12273,20495
56178,20495
5861,20495
8316,20495
8765,20505
37646,20521
20474,20495
6067,20521
52870,20521
37826,20521
37987,20505
8466,20521
38003,20505
36888,20495
8486,20495
20575,20495
12472,20495
3883,20495
16719,20495
52683,20495
52696,20495
60444,20495
5934,20495
64487,20521
37245,20495
40736,20495
12545,20495
52994,20505
52996,20505
12587,20495
24281,20495
8560,20495
3741,20246
64922,20540
64926,20540
64840,20371
65046,20623
65075,20521
17198,20521
8905,20521
9036,20521
64299,20495
6159,20495
52930,20495
60545,20495
60575,20495
60590,20495
64334,20495
20787,20495
20812,20495
56589,20495
17009,20495
17024,20495
28410,20495
6337,20495
32266,20495
5491,20527
65706,20355
17097,20495
41157,20521
41502,20495
20937,20505
24395,20495
9275,20495
12875,20495
5766,20246
66670,20540
66445,20563
66660,20563
17334,20495
16936,20256
6598,20495
13063,20495
21108,20495
21173,20495
66504,20521
9432,20521
56847,20495
17429,20495
32704,20521
32833,20521
32912,20521
33022,20521
33209,20521
33653,20521
33726,20521
56868,20495
28209,20521
28684,20521
28871,20521
28896,20535
24638,20495
6674,20495
44800,20505
44810,20505
13241,20495
7242,20521
6885,20521
6892,20521
17481,20495
6968,20521
6969,20521
21364,20495
38327,20505
13184,20495
66506,20521
67202,20623
66935,20367
67513,20623
67527,20623
67531,20623
67129,20367
67265,20664
67359,20664
7173,20521
6474,20289
7026,20289
41767,20245
6001,20563
29052,20521
17284,20521
9531,20521
21797,20521
21501,20495
28648,20495
33915,20521
33916,20521
33520,20510
33487,20502
34893,20505
9770,20521
9820,20521
28758,20495
28763,20495
21659,20495
9913,20521
9392,20495
28466,20256
29239,20521
29243,20521
29146,20505
32738,20495
67715,20623
32938,20495
67273,20348
67280,20348
71980,20521
72029,20521
28860,20495
21728,20495
42392,20505
61186,20505
67780,20630
21766,20497
21906,20497
42011,20493
6945,20256
61097,20495
9525,20495
35083,20521
35532,20505
35325,20521
67321,20651
72138,20433
7402,20495
7406,20495
7653,20495
28961,20495
28965,20495
22153,20505
9694,20495
13600,20495
61332,20505
24548,20505
13769,20495
9802,20495
53357,20521
69412,20579
35357,20495
35645,20495
24802,20505
38464,20505
38537,20505
38685,20505
38694,20505
35476,20502
35479,20502
42355,20495
18101,20495
18146,20495
68367,20540
68642,20632
68535,20521
68682,20632
69003,20632
68652,20427
68909,20427
7560,20563
69047,20540
61619,20505
10033,20495
61695,20505
9966,20521
35138,20495
22372,20495
42564,20505
10117,20521
35651,20521
35830,20505
57513,20495
76160,20502
76214,20521
75989,20521
76292,20579
76055,20521
76683,20388
76528,20548
76873,20521
22048,20521
69119,20521
69619,20540
69622,20540
18301,20495
69722,20540
69762,20630
69444,20563
69641,20563
69639,20543
72020,20256
72357,20509
72915,20361
72808,20500
67346,20625
68031,20248
70012,20563
70106,20540
74276,20563
72605,20540
70166,20354
73236,20540
72885,20402
73171,20671
73341,20540
73410,20540
73685,20540
73560,20521
73753,20521
74218,20521
74490,20521
74536,20521
61647,20495
75090,20521
75156,20521
38647,20495
61917,20505
75257,20521
61998,20505
75669,20521
14394,20495
18306,20495
70412,20521
70491,20521
70631,20540
74098,20424
62082,20505
71130,20540
71146,20540
37391,20502
38934,20505
42455,20495
57568,20495
62118,20505
62162,20504
35695,20495
35769,20495
24920,20495
18437,20495
22615,20495
14484,20495
14485,20495
14487,20495
18398,20495
77499,20535
42920,20505
22561,20495
10074,20495
10077,20495
10093,20495
18607,20495
18608,20495
72796,20495
35880,20495
22713,20495
22544,20499
18632,20495
71328,20521
18635,20495
18660,20495
71576,20521
71619,20553
71664,20521
70603,20563
70916,20495
71023,20495
14795,20495
77950,20535
62205,20495
80026,20495
23114,20497
39544,20505
39644,20505
80174,20495
39791,20505
78063,20521
30162,20505
45283,20504
45163,20495
18759,20495
58025,20495
15136,20495
15163,20495
76934,20320
76399,20502
45360,20495
62468,20495
62474,20495
78296,20521
62503,20495
10173,20521
23350,20505
83968,20521
43112,20505
15294,20495
10212,20495
71844,20495
30270,20521
80384,20495
53554,20495
9010,20505
10496,20256
10558,20521
43246,20505
15467,20495
45306,20495
43443,20505
43909,20505
58113,20495
43583,20505
43653,20505
25255,20495
30377,20495
84341,20521
25342,20495
23379,20495
58293,20495
78177,20495
78291,20495
80520,20521
53657,20495
10313,20495
30507,20495
45973,20504
84403,20495
84405,20495
62437,20504
18989,20495
43377,20495
58461,20495
80610,20495
80625,20495
43614,20495
78523,20495
84414,20495
84465,20495
45883,20495
23721,20495
23732,20495
19136,20495
25800,20505
30606,20495
58603,20495
15682,20495
77458,20433
77459,20433
15749,20495
25542,20495
84574,20524
53746,20495
53767,20495
63119,20504
63038,20495
63266,20504
87988,20495
63047,20495
19261,20495
23541,20505
78599,20495
78736,20495
39315,20509
85287,20521
19327,20495
85329,20521
10726,20495
25765,20495
37922,20521
63236,20495
63314,20495
53818,20495
53868,20495
44010,20495
44053,20495
30711,20495
88089,20495
30679,20521
81140,20267
63450,20504
44321,20496
44043,20505
15908,20495
63420,20495
53920,20495
26150,20495
26197,20495
63647,20495
30691,20505
78874,20495
46347,20495
46371,20495
59049,20495
92235,20495
53999,20495
79051,20495
79057,20495
45279,20499
61900,20509
30902,20495
30913,20495
30853,20540
46811,20505
59107,20495
92249,20495
92275,20495
64117,20540
59233,20495
81692,20521
92408,20495
54187,20495
81663,20495
10882,20521
26210,20495
63872,20495
92725,20505
59408,20495
63799,20505
100340,20495
19789,20495
85540,20495
85705,20521
26394,20495
26395,20495
81878,20495
64158,20540
46845,20527
78791,20433
59427,20495
92689,20495
82226,20495
88558,20495
88610,20495
11050,20495
31276,20495
31316,20495
59547,20495
59554,20495
59579,20495
79654,20521
11518,20521
82242,20495
82260,20495
82319,20495
31328,20495
11106,20495
11139,20495
11153,20495
104520,20495
47071,20495
82342,20495
82350,20495
100751,20521
59605,20495
19856,20495
108162,20521
79463,20495
11322,20495
82584,20495
82589,20495
96327,20495
96343,20495
86028,20495
19908,20495
31421,20495
96363,20495
96373,20495
93299,20495
100698,20495
26513,20495
96464,20495
82757,20521
19343,20505
19461,20505
108433,20521
108496,20521
108541,20521
108694,20521
108704,20521
96559,20495
79638,20495
31549,20495
112075,20591
112276,20540
112295,20540
108129,20495
47211,20495
47281,20495
93222,20495
82833,20495
96777,20495
104561,20495
54462,20495
54488,20495
81389,20498
82529,20498
83020,20213
116413,20540
31852,20505
82935,20267
100785,20502
31570,20495
31585,20495
31623,20495
89061,20495
89096,20495
31711,20495
47329,20256
101041,20495
101187,20495
31056,20535
31738,20521
26541,20495
26549,20495
31785,20495
104776,20495
93770,20521
93776,20521
93801,20535
58839,20505
123550,20521
26648,20495
59883,20495
59921,20495
116512,20540
116757,20256
116587,20563
117247,20563
116859,20540
116923,20540
116664,20521
117244,20540
117271,20540
31854,20495
108832,20495
83011,20495
83013,20495
93913,20521
93922,20535
47470,20495
109192,20521
59937,20495
59986,20495
85877,20201
73853,20422
109295,20540
109729,20521
109866,20521
119952,20521
120209,20521
120328,20521
123909,20521
124324,20521
120468,20563
11868,20495
11871,20495
119845,20495
124078,20563
101248,20495
123981,20509
124132,20509
8051,20511
110173,20521
120502,20521
120684,20563
120359,20540
120697,20593
120420,20540
119914,20545
121046,20540
79874,20521
112377,20521
77396,20435
47613,20495
120285,20519
112432,20540
124302,20502
124697,20521
93631,20495
60081,20495
115969,20495
116209,20495
47642,20495
89401,20495
23215,20260
104940,20495
122610,20521
121202,20563
121246,20540
122518,20521
122781,20563
121870,20540
89527,20495
47719,20495
122903,20563
109914,20495
112873,20521
113060,20521
112601,20267
125016,20563
125047,20521
124113,20495
89506,20540
47974,20495
105181,20505
110467,20521
101768,20521
125548,20563
86584,20495
86586,20495
118547,20533
101445,20495
113346,20563
118473,20563
29810,20502
118599,20521
118832,20521
119029,20563
119287,20260
86692,20495
86709,20495
110349,20495
117950,20495
97452,20495
101609,20495
83761,20521
118102,20495
123045,20521
127630,20563
123141,20521
127732,20563
131285,20521
131348,20521
101680,20495
55064,20495
94321,20495
135270,20521
135794,20128
136120,20593
137243,20543
137899,20256
136713,20563
135536,20521
136041,20364
136284,20326
138197,20365
135576,20521
138047,20246
135674,20521
137436,20326
137471,20326
137133,20623
137599,20368
105187,20495
101903,20495
138021,20256
138830,20197
139007,20473
139447,20651
105570,20521
119577,20521
117727,20246
119782,20540
117528,20519
142890,20473
119810,20563
143035,20563
122289,20540
131662,20521
143506,20563
144047,20540
144347,20540
144636,20285
102228,20495
131586,20521
131603,20521
83701,20495
131713,20521
131934,20521
102345,20495
83750,20495
83774,20495
132742,20521
132784,20521
97688,20495
126249,20521
124952,20579
126541,20563
126613,20521
126570,20563
105590,20540
145025,20521
145039,20521
105749,20521
105932,20540
105991,20540
127711,20288
97832,20495
144740,20521
144817,20521
110830,20495
110858,20495
144910,20540
145007,20540
144991,20521
145203,20521
145388,20521
145512,20521
145603,20521
26832,20495
26857,20495
126705,20521
126813,20579
127086,20563
146826,20540
145759,20299
127931,20521
136375,20608
145607,20472
139322,20128
138862,20625
106270,20521
106309,20521
106373,20521
106397,20565
106508,20521
106600,20521
20969,20506
98025,20495
98051,20495
128087,20521
128096,20521
128145,20521
128868,20579
128891,20521
128241,20521
128768,20579
128464,20521
128582,20521
129521,20267
129588,20267
128977,20521
129302,20521
129822,20521
129892,20521
129902,20521
129987,20521
130393,20521
130527,20521
125932,20495
90114,20521
130918,20521
130949,20521
131066,20521
131068,20521
131096,20521
98088,20495
113846,20521
145503,20290
102764,20495
146061,20521
146047,20563
146076,20563
146382,20579
146235,20521
146540,20540
106833,20540
64174,20563
107081,20521
107135,20521
107302,20521
139427,20118
139972,20483
140266,20241
140278,20241
140359,20241
140017,20226
113988,20505
139431,20648
140854,20651
39282,20502
140565,20645
141257,20540
141371,20656
147133,20563
141442,20540
141445,20579
147206,20563
147269,20563
146739,20290
146744,20290
147422,20579
147691,20540
105731,20355
106228,20495
107913,20521
111079,20495
140755,20299
78321,20502
141530,20521
147071,20521
106789,20495
55175,20495
147447,20581
111224,20495
98536,20495
132835,20521
132898,20521
106866,20332
106886,20355
111270,20521
94912,20495
90234,20495
148097,20457
98708,20495
148953,20614
149272,20547
98739,20495
98756,20495
148894,20579
148896,20579
107859,20495
148818,20179
87229,20495
114474,20495
133312,20521
103343,20505
103513,20505
133508,20521
111526,20495
133568,20521
133606,20521
87261,20495
87357,20495
98849,20495
134074,20521
90443,20495
134226,20521
134290,20521
148881,20280
133239,20495
99145,20521
134513,20521
134557,20521
134686,20521
134943,20521
134677,20540
98880,20495
90575,20495
114581,20495
27010,20495
148765,20593
149381,20579
55361,20495
55379,20495
55410,20495
114837,20579
114850,20540
114668,20495
98966,20495
90701,20495
90943,20521
91028,20521
27060,20495
150025,20469
149228,20179
149652,20593
150290,20139
141090,20646
91221,20521
115009,20579
149580,20610
91283,20521
102629,20521
148221,20135
104755,20502
131133,20521
146004,20299
141085,20664
142216,20550
144687,20454
128803,20505
107441,20277
140581,20173
84712,20268
82797,20433
115222,20521
134529,20495
115678,20540
123261,20509
84799,20563
95322,20495
95324,20495
99138,20495
99170,20495
113314,20246
151090,20540
114919,20495
114927,20495
95349,20495
95356,20495
115863,20540
12170,20246
115885,20540
12070,20388
14799,20563
103028,20498
87797,20495
103674,20495
100899,20246
151187,20246
104039,20521
151024,20105
151529,20290
151993,20563
152086,20563
76629,20432
79140,20510
76892,20573
114206,20502
55550,20495
103812,20495
103825,20495
115285,20495
91018,20495
91054,20495
152502,20540
150957,20103
107971,20495
152587,20540
146121,20104
152878,20625
152872,20368
152543,20563
153135,20464
111991,20495
95506,20495
95517,20495
27175,20495
97960,20563
153301,20467
41327,20388
94708,20505
43981,20509
103988,20495
99483,20553
43539,20271
43551,20499
55881,20499
55682,20495
99392,20502
55726,20495
151584,20495
26933,20499
27289,20499
152111,20495
152151,20495
95689,20495
26270,20507
37465,20563
27445,20495
27456,20495
99636,20495
99669,20495
27497,20495
27626,20495
152827,20495
152974,20495
91663,20495
27656,20495
95998,20495
96002,20495
55989,20495
27765,20495
91754,20495
48320,20495
48214,20505
49139,20521
49177,20521
49187,20521
49202,20521
49285,20521
48500,20495
48706,20495
49033,20495
49156,20495
49502,20495
48999,20505
49009,20505
49855,20505
49860,20505
50004,20505
50316,20521
50564,20521
51601,20521
51320,20495
49622,20495
49667,20495
49740,20495
49767,20495
49772,20495
50061,20495
50164,20495
50188,20495
50198,20495
50228,20495
50271,20503
50919,20495
50980,20495
51411,20505
39380,20509
41962,20520
48150,20563
51483,20495
51488,20495
51904,20495
4138,20505
4208,20495
4328,20495
4027,20521
4927,20495
4004,20563
198,20252
4265,20521
4159,20505
4444,20521
5015,20495
4589,20521
4658,20521
724,20540
725,20521
44153,20505
44171,20505
4826,20521
52089,20505
948,20540
1052,20540
4246,20505
5065,20521
1055,20521
1131,20540
1244,20521
1274,20521
5456,20521
5523,20521
1884,20540
1489,20521
1821,20521
95,20495
2421,20521
2475,20521
2701,20521
12261,20521
8271,20521
15963,20495
12017,20495
8303,20521
3305,20521
19958,20495
20022,20495
16033,20495
16039,20495
20059,20495
12132,20495
5598,20521
16166,20495
16167,20495
20142,20495
16233,20495
36151,20535
36747,20521
44612,20505
44702,20505
44729,20505
20224,20495
16305,20495
3209,20521
40120,20495
52336,20505
52422,20505
36303,20495
44241,20495
40467,20505
52351,20495
3503,20521
3704,20505
3797,20505
8188,20495
16360,20495
52521,20505
40225,20495
2406,20563
37278,20521
36969,20563
37414,20521
3035,20495
12296,20495
60199,20495
28207,20495
8365,20495
40939,20505
5985,20521
44504,20495
37624,20521
37633,20521
12448,20495
3394,20495
60284,20495
52816,20521
37716,20521
28329,20495
40499,20495
7933,20505
3737,20521
8415,20495
12467,20495
12479,20495
12483,20495
41100,20505
60381,20495
64630,20521
56440,20495
16785,20495
16839,20495
16862,20495
8880,20521
64756,20521
3575,20563
64892,20521
64699,20651
64905,20427
3856,20505
65535,20632
65119,20521
65127,20521
65443,20521
65294,20540
37600,20495
8923,20521
8943,20521
64317,20495
16955,20495
16957,20495
56556,20495
6156,20495
60573,20495
37889,20495
64330,20495
12616,20495
12623,20495
41208,20495
12538,20521
16981,20495
60692,20495
64578,20495
20891,20495
6314,20495
6354,20495
6366,20495
6214,20521
