parcel,zoning
60419,20495
60437,20495
64660,20424
64682,20282
2080,20543
60474,20495
2029,20287
65745,20521
65353,20540
65623,20540
65670,20540
65909,20668
66128,20623
66298,20521
64253,20495
20692,20495
20739,20495
40842,20495
40909,20495
56537,20495
20844,20495
41182,20495
16984,20495
17046,20495
17051,20495
38149,20495
8864,20495
8965,20495
20895,20495
65767,20631
41367,20495
5613,20527
17062,20495
6433,20495
41522,20495
21258,20505
56656,20495
56686,20495
9198,20495
9235,20495
6652,20540
41290,20563
17344,20495
6571,20495
21123,20495
56790,20495
17388,20495
17536,20256
17422,20495
32780,20505
32784,20505
32900,20521
32086,20540
32468,20579
32974,20521
33248,20521
33741,20521
24637,20495
7166,20289
7270,20521
7308,20521
60968,20495
6867,20521
17459,20495
7011,20521
6705,20505
38143,20505
38233,20505
38282,20505
64721,20314
67578,20623
56941,20495
28499,20495
67385,20364
28576,20495
7344,20521
7350,20521
6829,20260
21431,20495
29147,20535
21486,20495
41042,20504
41553,20505
41714,20504
34124,20521
33418,20563
34292,20521
24754,20495
34698,20509
34661,20505
41679,20495
41801,20495
17641,20495
9662,20521
9750,20521
21589,20495
7383,20289
28000,20256
24759,20495
24778,20495
21938,20505
21992,20505
13364,20495
67552,20424
67964,20540
2084,20502
72044,20521
28822,20495
41947,20493
42151,20505
42377,20505
42410,20505
61182,20505
68277,20331
35494,20505
35596,20505
35337,20521
67319,20651
67974,20353
28980,20495
53016,20521
13628,20495
41834,20495
17978,20495
61225,20505
13786,20495
57352,20495
57391,20495
9875,20495
38413,20505
29294,20495
42434,20505
29397,20495
22062,20495
22097,20495
38428,20505
38538,20505
42043,20495
13910,20495
42353,20495
42370,20495
18162,20495
68654,20540
68308,20521
68532,20521
68824,20540
68644,20521
7704,20563
69027,20540
69059,20540
69146,20540
14367,20521
22322,20495
22325,20495
9974,20495
13976,20495
68442,20332
14078,20495
35132,20495
72488,20495
22377,20495
34924,20574
76295,20434
76332,20573
76337,20573
76411,20573
76510,20434
76465,20573
76581,20573
76013,20521
14244,20495
14318,20495
69294,20521
35659,20509
69443,20563
73584,20542
72097,20256
72967,20521
74030,20563
72864,20666
74898,20563
72240,20540
70336,20540
74415,20540
73127,20521
73574,20522
73203,20521
73721,20521
74027,20521
74046,20521
74185,20521
61673,20495
61921,20505
75415,20521
18380,20495
70393,20521
70498,20540
70536,20521
53404,20495
70563,20248
75354,20573
70890,20338
70883,20521
71254,20331
38768,20505
57600,20495
57602,20495
38954,20505
62109,20505
35757,20495
24882,20495
18451,20495
14490,20495
77022,20521
77186,20548
18435,20495
35739,20563
77292,20521
77791,20521
75217,20564
14549,20495
80064,20521
39115,20505
25011,20495
25013,20495
29587,20495
57732,20495
13215,20256
29698,20505
77054,20495
69826,20525
70010,20332
22545,20499
62036,20495
62142,20495
14622,20495
14634,20495
71583,20521
29863,20505
62198,20495
62229,20495
62371,20495
23116,20497
22888,20495
39499,20505
57899,20495
39734,20505
80182,20495
44985,20504
42965,20495
43008,20495
30187,20493
45143,20495
18728,20495
15097,20495
15118,20495
57978,20495
78128,20521
15146,20495
15159,20495
62463,20495
45507,20504
68036,20269
80296,20495
68115,20333
84110,20521
10188,20495
71781,20495
30480,20521
80420,20495
43183,20495
39339,20495
78081,20495
30148,20495
30158,20495
9223,20505
23327,20495
43248,20505
78150,20320
45713,20504
43439,20505
30202,20495
84045,20495
84073,20495
62668,20503
84190,20495
43225,20495
43304,20495
10445,20495
15587,20521
45880,20504
30513,20495
61469,20439
39986,20495
46093,20256
62746,20505
45700,20495
45725,20495
58432,20495
58453,20495
78505,20535
19102,20495
25670,20505
15591,20495
15606,20495
15669,20495
58678,20521
62832,20495
62915,20495
25909,20505
25168,20507
25788,20507
25793,20507
24432,20521
19236,20495
30666,20495
23780,20495
76101,20433
15692,20495
15757,20495
25412,20495
46055,20495
84674,20521
84751,20500
81189,20521
63269,20504
63041,20495
63046,20495
23089,20521
15783,20495
84639,20495
25761,20495
81243,20495
58889,20495
25876,20495
63297,20495
63308,20495
30640,20521
26035,20495
26045,20495
26069,20495
30693,20521
46290,20521
96019,20495
78756,20495
10854,20495
81316,20495
81431,20495
84970,20495
19559,20495
96028,20495
92156,20495
58926,20495
59001,20495
44045,20505
30976,20521
78870,20495
78887,20495
78906,20495
92219,20495
53970,20495
54026,20495
81479,20495
78992,20495
45541,20443
63984,20509
30876,20495
46727,20495
63694,20495
63715,20495
46467,20529
59141,20495
19669,20495
19721,20495
92369,20495
92315,20505
88462,20521
92454,20495
92487,20495
59263,20495
59271,20495
10868,20521
92587,20495
92027,20521
92785,20521
59328,20495
31140,20253
82133,20521
104216,20505
79151,20495
79184,20495
104294,20505
100325,20495
10905,20495
10949,20495
96179,20495
85582,20495
85684,20495
81858,20495
81932,20495
79294,20495
79110,20417
104061,20495
82002,20495
11101,20495
92856,20495
92882,20495
92888,20495
78682,20521
104221,20495
79678,20521
88412,20505
82325,20495
11166,20495
104486,20495
79563,20521
79764,20535
82371,20495
11533,20521
108175,20521
85987,20495
11361,20495
11371,20495
96276,20495
100588,20495
82613,20495
86047,20495
86099,20495
112149,20540
93305,20495
96377,20495
82645,20521
96436,20495
108691,20521
108707,20521
108743,20521
82745,20495
89010,20495
47092,20495
96551,20495
79643,20495
79679,20495
44720,20506
31533,20495
112278,20540
112158,20591
96666,20495
47273,20495
108843,20521
104595,20495
96825,20495
82786,20314
116380,20540
93345,20495
28955,20509
100911,20495
83087,20521
96880,20495
83210,20521
119842,20521
112004,20495
109027,20521
109129,20521
89092,20495
93400,20495
82911,20495
82979,20495
47293,20495
47358,20495
31089,20540
101194,20495
115981,20579
116099,20540
116119,20540
112416,20495
31731,20495
93799,20535
59785,20521
123396,20521
123541,20521
59844,20495
104155,20337
31795,20495
31633,20505
116625,20505
123607,20521
123627,20521
117017,20563
117172,20563
116758,20540
116536,20521
116642,20521
117245,20540
108812,20495
109509,20521
93504,20495
93547,20416
94010,20521
94017,20521
116940,20267
31880,20495
109344,20521
109616,20267
82505,20201
120045,20563
119920,20540
109565,20521
109585,20521
109816,20521
120199,20521
82856,20201
120371,20521
83156,20495
123826,20535
124577,20521
120221,20540
117448,20492
109076,20495
117547,20540
117492,20521
117497,20521
54596,20495
89193,20495
83389,20201
110012,20521
110077,20521
120305,20540
120584,20540
120744,20521
121067,20540
120852,20521
47566,20495
112376,20521
77618,20435
124778,20521
124804,20535
54650,20495
89564,20521
22906,20260
54775,20495
124840,20502
93786,20495
122133,20535
121996,20505
121154,20563
121503,20563
121979,20521
122070,20521
122100,20563
122434,20521
122448,20521
122450,20521
121305,20579
121821,20545
122343,20563
122444,20563
122497,20563
121663,20540
122047,20540
54868,20495
123952,20495
112973,20521
112920,20563
83430,20495
125033,20521
124664,20495
54880,20495
86417,20502
47977,20495
117977,20579
118443,20521
54964,20495
89605,20495
89620,20495
110418,20521
110121,20495
101014,20521
125199,20521
125213,20521
112653,20495
85893,20500
86016,20500
125112,20563
125456,20521
124746,20495
125472,20521
125489,20521
125498,20521
125519,20535
55018,20495
125705,20535
85958,20434
82115,20434
86544,20495
113305,20521
97406,20495
101434,20495
113295,20540
113291,20521
86646,20495
118559,20271
86728,20495
117968,20567
75512,20563
83928,20521
79994,20494
123181,20521
112825,20495
25491,20499
123097,20563
123328,20521
102180,20521
125116,20288
125191,20495
110637,20521
118361,20495
110677,20521
135218,20521
135235,20521
137112,20543
46531,20504
135288,20328
137029,20543
137670,20597
135912,20521
135953,20521
136218,20565
110519,20495
110705,20495
125632,20495
113126,20256
86848,20495
139200,20651
139541,20651
125960,20521
125907,20495
139331,20475
124886,20509
102059,20495
83464,20495
83475,20495
83500,20495
83533,20495
105361,20521
105373,20521
97668,20495
102203,20495
119332,20563
119633,20260
119638,20521
119726,20540
119737,20540
113788,20256
30437,20504
119809,20563
116772,20314
117013,20585
143632,20305
143842,20305
143780,20521
144059,20540
143853,20521
144126,20540
144099,20521
144379,20540
144486,20579
144681,20540
131525,20521
131596,20521
131599,20521
102295,20495
131632,20521
122256,20540
132713,20521
132335,20521
132566,20521
132635,20521
132741,20521
131262,20579
56397,20271
124965,20540
126259,20521
126406,20563
125134,20549
125568,20267
105747,20521
127550,20288
123122,20495
100987,20256
101752,20256
97796,20495
144988,20596
145016,20579
145148,20563
145225,20593
144296,20267
145231,20521
145241,20521
145820,20285
126881,20521
129043,20563
146857,20579
146879,20579
97910,20495
138592,20226
106247,20521
26880,20495
106361,20521
106531,20521
26932,20495
23682,20502
23842,20502
94436,20495
98026,20495
127861,20563
83466,20505
127801,20256
128359,20563
128126,20540
128838,20579
128862,20521
127497,20267
128189,20521
128307,20521
128351,20273
128339,20521
128494,20521
129843,20563
128615,20521
128690,20521
128761,20521
128775,20521
130287,20563
128930,20521
128952,20521
129708,20521
130077,20521
139250,20474
139682,20652
129859,20521
130406,20521
130542,20521
130549,20521
130718,20521
130785,20521
89862,20495
89921,20495
131090,20521
111050,20521
128628,20256
98139,20495
113953,20505
113590,20579
105692,20495
146308,20540
146339,20579
146454,20464
146254,20521
131528,20495
106823,20521
106826,20521
106910,20521
107403,20521
139881,20651
137668,20318
139983,20481
140289,20241
140498,20481
140797,20642
140688,20646
141870,20563
102783,20495
102796,20495
141082,20646
141458,20246
127276,20563
146977,20563
147016,20563
146746,20290
147343,20290
147764,20579
102968,20495
86510,20521
86625,20521
94822,20495
98347,20495
142018,20593
114060,20540
114072,20540
142052,20593
114005,20505
141799,20540
79336,20515
142190,20540
114270,20540
139773,20472
114067,20256
110210,20246
127092,20288
98440,20495
94629,20521
148018,20524
147365,20581
148314,20521
111210,20495
111145,20388
133102,20521
113933,20495
98607,20495
111346,20495
106987,20495
107319,20495
111793,20521
147091,20456
113334,20267
139839,20620
148777,20592
149142,20540
149143,20540
55307,20495
87198,20495
114476,20495
134141,20521
133517,20521
133620,20521
133743,20521
133834,20521
133860,20521
133985,20521
147980,20456
134286,20521
148470,20456
111671,20495
134430,20521
132856,20495
132884,20495
97510,20521
97866,20521
99012,20521
131640,20579
134183,20579
134964,20521
26970,20495
135111,20521
90662,20434
149509,20614
149433,20579
86901,20502
98960,20495
90627,20495
95261,20495
87505,20495
87586,20495
55463,20495
99052,20495
149363,20191
150415,20233
91180,20521
67125,20336
150828,20540
133330,20495
106637,20246
150707,20646
107949,20521
107040,20246
83184,20502
83598,20502
105337,20505
142678,20581
107611,20277
120246,20267
120438,20267
28587,20499
142595,20545
142461,20554
111791,20267
85431,20509
95285,20495
99115,20495
99173,20495
111919,20540
115031,20540
151014,20540
150520,20139
151319,20540
114824,20495
114917,20495
151440,20540
115709,20540
91309,20521
90873,20495
151191,20553
90881,20495
91147,20505
102684,20502
90917,20495
149417,20104
87817,20495
151186,20246
151665,20540
151779,20591
150686,20233
151823,20540
26964,20563
152905,20424
15685,20522
150972,20233
114758,20267
115107,20256
114840,20267
115103,20267
115084,20495
76790,20432
114894,20502
115839,20563
55514,20495
91019,20495
95466,20495
150632,20487
108003,20495
130528,20495
27572,20497
152639,20540
152454,20521
113802,20543
152719,20521
152225,20563
153019,20540
153160,20651
98260,20563
153078,20128
103963,20495
95145,20521
95582,20495
115881,20495
99373,20495
99405,20495
52436,20246
52830,20359
55662,20495
26916,20256
99001,20502
99494,20495
53032,20341
96191,20267
100009,20502
100007,20521
26289,20521
90790,20388
37728,20310
55748,20495
27806,20495
55830,20495
95836,20495
152849,20495
91714,20495
56009,20495
56028,20495
56077,20495
99932,20495
91788,20495
91914,20495
49102,20521
48624,20495
48702,20495
48786,20495
49034,20495
49946,20505
50007,20505
50618,20521
51301,20495
49635,20495
50410,20495
50731,20495
50814,20521
51145,20505
90834,20267
51808,20505
48154,20563
49818,20502
51207,20499
51234,20495
51677,20495
4046,20495
130,20553
4017,20521
922,20586
632,20540
4051,20521
53,20521
366,20521
4501,20521
4541,20563
501,20540
732,20521
835,20540
44283,20518
52151,20505
1027,20540
4974,20521
4862,20540
5083,20540
1194,20521
7945,20521
5375,20495
5332,20521
1789,20540
1806,20540
1849,20540
1755,20521
12163,20521
12259,20521
225,20495
2239,20495
36283,20505
11999,20495
19975,20495
20078,20495
20079,20495
5559,20563
16212,20495
24052,20495
36545,20505
44367,20505
44620,20505
44673,20505
20264,20495
24171,20495
3169,20521
3058,20505
3125,20505
32007,20495
3352,20505
40132,20495
2292,20416
48165,20495
37023,20521
56094,20495
56109,20495
8402,20495
52362,20495
3485,20521
5654,20495
3572,20521
3614,20521
3629,20521
3698,20521
8134,20495
20392,20495
28118,20495
36165,20502
37134,20521
37193,20502
40525,20505
3034,20495
40650,20505
60188,20495
5902,20495
28175,20495
40414,20495
16756,20521
16766,20521
44569,20495
37655,20521
32178,20495
20448,20495
12402,20495
40796,20505
40823,20505
16676,20521
60261,20495
37794,20521
8344,20521
8449,20521
8651,20521
8491,20495
8508,20495
41072,20505
41097,20505
64420,20623
40644,20495
65831,20521
60352,20495
64670,20623
64728,20540
60416,20495
37546,20495
38016,20505
38058,20505
64235,20495
64519,20521
56462,20495
56471,20495
64618,20563
64403,20282
60491,20495
64855,20563
65390,20521
65491,20623
60523,20495
65969,20623
66103,20579
64266,20495
64281,20495
60541,20495
60551,20495
8694,20495
8707,20495
9156,20521
9298,20521
20838,20495
12650,20495
12673,20495
12686,20495
12896,20521
17041,20495
28393,20495
28430,20495
28441,20495
38159,20495
41270,20495
12701,20495
17196,20495
41158,20521
41224,20521
6531,20495
24470,20495
12880,20495
41517,20493
21021,20495
66340,20626
66598,20623
66672,20540
66751,20632
66957,20623
66776,20563
17280,20495
17259,20505
13014,20495
13040,20495
9417,20521
13048,20521
32648,20521
17427,20495
32775,20505
32792,20505
33020,20521
33068,20521
21229,20495
21261,20495
13073,20495
13102,20495
56927,20495
21465,20497
6999,20521
7013,20521
7096,20521
21362,20495
67510,20623
41560,20495
57021,20495
67068,20521
28946,20521
13286,20495
34188,20505
57100,20495
17548,20495
21346,20521
21490,20495
57135,20495
57146,20495
66480,20495
33674,20540
33579,20510
34611,20586
34542,20521
34898,20505
28698,20495
9774,20521
9789,20521
9884,20521
7731,20521
28285,20505
7801,20521
24729,20495
24774,20495
32724,20495
22079,20505
71902,20521
72153,20521
33708,20495
61516,20505
13827,20495
41855,20504
41745,20493
42094,20505
42229,20505
21765,20497
53273,20495
6918,20540
61078,20495
35373,20505
35239,20521
35569,20505
35263,20521
71922,20563
72278,20521
22157,20505
17844,20495
53103,20521
13634,20495
17994,20495
13681,20495
34947,20495
13744,20495
53288,20521
29393,20495
42473,20505
42427,20502
29405,20495
38698,20505
18052,20495
35472,20502
18197,20495
35002,20509
68453,20632
68144,20630
68832,20540
69004,20632
67657,20371
7737,20563
68895,20521
14400,20521
9991,20495
10002,20495
61615,20505
61745,20505
68379,20495
68384,20495
45078,20495
9961,20521
72340,20495
72345,20495
69077,20632
75861,20521
35884,20502
76164,20502
76439,20434
76621,20573
22046,20521
14278,20495
69598,20540
18284,20495
69721,20540
69791,20563
69993,20540
70089,20540
72957,20666
70332,20540
74078,20423
73916,20666
73496,20502
74566,20540
73727,20521
73929,20521
73960,20521
74144,20521
74476,20521
75005,20521
24811,20495
75150,20521
75483,20521
75514,20521
24868,20495
14322,20495
70849,20521
71067,20354
70972,20540
71142,20521
71381,20540
42443,20495
42578,20495
57579,20495
57624,20495
38451,20503
62241,20505
62259,20505
62279,20505
62302,20505
24884,20495
77012,20521
77190,20548
77197,20548
76543,20563
77425,20521
76573,20430
39018,20505
10082,20495
72748,20495
13723,20505
25072,20495
79942,20495
14670,20495
71598,20521
14694,20495
29860,20505
71036,20495
39243,20505
14802,20495
77959,20521
78044,20521
22821,20495
22825,20495
29962,20505
29730,20495
57897,20495
57969,20495
80250,20495
62415,20495
70299,20320
15006,20495
15036,20495
22986,20505
71671,20540
78127,20521
23088,20567
15249,20495
23257,20505
62318,20505
23165,20495
23179,20495
10324,20521
71076,20631
71802,20521
69095,20333
69782,20336
71530,20631
43132,20505
10263,20495
71721,20525
71722,20525
30467,20505
30532,20505
53498,20495
53546,20495
39890,20505
25206,20495
30056,20495
10352,20256
10512,20521
23320,20495
43260,20505
39631,20495
39661,20495
45408,20340
53579,20495
45262,20495
45315,20495
43427,20505
43412,20506
45424,20495
45445,20495
45524,20495
84043,20495
25348,20495
25394,20495
58332,20495
58335,20495
14831,20521
10450,20495
10475,20495
45552,20495
45584,20495
62737,20495
62798,20495
46080,20256
57856,20256
58591,20256
80779,20521
80566,20495
46025,20504
62346,20504
43683,20505
43919,20505
43923,20505
43482,20495
80654,20495
19020,20495
23565,20495
23654,20495
19110,20495
25671,20505
15666,20495
23692,20495
80758,20495
24436,20521
58668,20495
23758,20495
25414,20495
25475,20495
46074,20495
72983,20422
46102,20495
63179,20505
63044,20495
63440,20505
43815,20495
43830,20495
23401,20256
19319,20495
23822,20495
81132,20495
25555,20495
85185,20521
85295,20521
85360,20521
15847,20495
10678,20495
10717,20495
10736,20495
25865,20495
53845,20495
53871,20495
92021,20495
30680,20521
88109,20495
92197,20495
46509,20505
23947,20495
44032,20505
46622,20521
53902,20495
26189,20495
100101,20495
78881,20495
15734,20521
100132,20521
15549,20256
59048,20495
54021,20495
81533,20495
78995,20495
79010,20495
61179,20509
43432,20502
19649,20495
19665,20495
31075,20524
31206,20524
81653,20521
92409,20495
92318,20505
81952,20521
81980,20521
92426,20495
92500,20495
26205,20495
92124,20521
59337,20495
59381,20495
63740,20505
104266,20505
104330,20505
26368,20495
10894,20495
96121,20495
64146,20521
85708,20521
11212,20521
54265,20495
54267,20495
81859,20495
31225,20495
46804,20495
81887,20495
63938,20495
88515,20495
84949,20434
79359,20495
59465,20503
54289,20495
54339,20495
64083,20495
82223,20495
88575,20495
104456,20495
47004,20495
79558,20433
79622,20433
59629,20495
108223,20521
11297,20495
93165,20495
100583,20495
59718,20495
88913,20495
96351,20495
100618,20495
79527,20495
112073,20540
79617,20495
31449,20495
96366,20495
96372,20495
88811,20521
108634,20521
96865,20495
45693,20267
81624,20267
26492,20495
26508,20495
96471,20495
19346,20505
108332,20521
108444,20521
108472,20521
108612,20521
31509,20495
112289,20540
104618,20495
100928,20495
83098,20521
31594,20495
89059,20495
109150,20521
89104,20495
89110,20495
108552,20495
101062,20495
101109,20495
54495,20495
47424,20495
116249,20521
116350,20521
26557,20495
31768,20495
31782,20495
97017,20495
26622,20495
59441,20256
59442,20256
123468,20563
123384,20521
26633,20495
117008,20563
117189,20540
117055,20521
31857,20495
108795,20495
31911,20495
108910,20495
93544,20495
47439,20495
123809,20509
109269,20521
109449,20521
109480,20521
109499,20521
109803,20521
120010,20521
120255,20521
124310,20521
123722,20521
59724,20502
119862,20567
119940,20567
124229,20505
124205,20521
54059,20505
54062,20505
97025,20495
97079,20495
117744,20521
54630,20495
7894,20511
104848,20495
10808,20246
110162,20521
120197,20593
120282,20492
120624,20521
120785,20563
120518,20540
120519,20540
120743,20521
120811,20540
120876,20540
104875,20495
77069,20201
124687,20521
124771,20535
60014,20495
60068,20495
83322,20495
54660,20495
47641,20495
47703,20495
54750,20495
54770,20495
89394,20495
97436,20521
60095,20495
123643,20495
117798,20563
122139,20521
122711,20563
121354,20521
122365,20521
122154,20563
122699,20521
121391,20540
121466,20540
121583,20579
121604,20540
121754,20540
122830,20563
121937,20540
117436,20495
54826,20495
125140,20521
39354,20311
104896,20505
118056,20540
118317,20545
94093,20521
94152,20521
89600,20495
94202,20521
94208,20521
97224,20495
97228,20495
125207,20521
112695,20495
86012,20500
86700,20500
125461,20521
97257,20495
47890,20495
47904,20495
113409,20563
97418,20495
113215,20521
113282,20521
101485,20495
118892,20540
119252,20563
86730,20495
119406,20521
127349,20521
127576,20563
127578,20563
127660,20563
123108,20521
131495,20521
118237,20495
112790,20495
135613,20540
135381,20521
123110,20563
123309,20521
131424,20521
131442,20521
101670,20495
89741,20495
89770,20495
110652,20521
25639,20499
118389,20495
110678,20521
135991,20590
136273,20540
136698,20329
137240,20543
136425,20563
136473,20563
135289,20328
47450,20502
135574,20521
135589,20521
135626,20521
136794,20326
137846,20369
135700,20521
137121,20579
135748,20521
137432,20623
135857,20521
137828,20540
137876,20623
97563,20495
138647,20540
125968,20521
125914,20495
119713,20246
125990,20521
102171,20495
102216,20495
119645,20540
138348,20628
119328,20545
143113,20298
143745,20301
142979,20540
143475,20267
143543,20307
143471,20540
143699,20579
143605,20521
143807,20521
144118,20540
144542,20521
119359,20495
119369,20495
122284,20540
102324,20495
86876,20495
132135,20521
132245,20521
132344,20521
132428,20521
132550,20521
132771,20521
83789,20495
126044,20521
58729,20388
126408,20563
126302,20521
126543,20563
63825,20504
126679,20563
126844,20521
105879,20540
105973,20521
106071,20521
102493,20495
97868,20495
144738,20521
138398,20365
144909,20540
145109,20579
145582,20540
144154,20267
145568,20581
145158,20521
145204,20521
145411,20521
145729,20521
145807,20521
26851,20495
126719,20563
126758,20563
126830,20563
127052,20563
105453,20553
146831,20540
136189,20404
138943,20480
139674,20480
97930,20495
106192,20521
61356,20243
106383,20629
105494,20632
23676,20502
23810,20502
102621,20495
94520,20495
94543,20495
127873,20521
98068,20495
54896,20271
128216,20505
128390,20563
128122,20540
128088,20521
128861,20521
129164,20521
129224,20563
128128,20549
129841,20563
128648,20521
128655,20521
130274,20563
128922,20521
138972,20474
130775,20563
130025,20540
130125,20540
130897,20563
130929,20563
129429,20521
129608,20521
130102,20521
130111,20521
129911,20521
130355,20521
89884,20495
130796,20521
90092,20521
111148,20521
139986,20651
146081,20521
145693,20563
146353,20540
145780,20593
146579,20591
146356,20579
146381,20579
110915,20495
106698,20521
131582,20495
106948,20540
64070,20563
107002,20521
107321,20632
107397,20521
131939,20495
106897,20277
38754,20502
140142,20642
140218,20238
138131,20256
140643,20642
140600,20651
38868,20502
39750,20502
140051,20521
141606,20246
140667,20621
147517,20563
147538,20563
147576,20563
90282,20521
106959,20277
141641,20540
141674,20540
141741,20540
146903,20579
146931,20540
147324,20540
141811,20593
141993,20299
114466,20540
114333,20521
140802,20234
142009,20267
90025,20495
139756,20652
98425,20495
147919,20579
147875,20593
103035,20495
147944,20593
147994,20540
148002,20540
148581,20540
148458,20593
147467,20547
148478,20593
90123,20495
90145,20495
98541,20495
132997,20521
113976,20495
98565,20495
103220,20495
103249,20495
111376,20495
109765,20540
111433,20495
113120,20267
149028,20614
103337,20505
148024,20592
148032,20563
133040,20256
107729,20495
90402,20495
90420,20495
114184,20495
114477,20495
133177,20521
133179,20521
133230,20521
133272,20521
148861,20563
142641,20576
132569,20563
132907,20563
98778,20495
103293,20495
133584,20521
133697,20521
133735,20521
133881,20521
95052,20495
134174,20521
134224,20521
90468,20521
134424,20521
134452,20521
114913,20505
103363,20495
132889,20495
134542,20521
134570,20521
134607,20521
134648,20521
134932,20521
90553,20495
148681,20191
111911,20495
58967,20504
148065,20189
111816,20495
115125,20521
149127,20140
55150,20505
27037,20495
27078,20495
150153,20139
149131,20179
141177,20646
65938,20336
102524,20521
103541,20495
148936,20543
90930,20434
107994,20521
107271,20246
130585,20267
83691,20502
142202,20531
142745,20540
129020,20505
107438,20277
141410,20512
142699,20545
133217,20246
87633,20521
84714,20268
80092,20510
86017,20314
142289,20554
86733,20267
87877,20540
111747,20563
115300,20521
90859,20495
115403,20521
115407,20521
151363,20579
151366,20540
114980,20495
87704,20495
115657,20521
115859,20540
95415,20495
148579,20293
111580,20223
91468,20521
103892,20521
90911,20495
87733,20495
87745,20495
151605,20579
150896,20653
103358,20498
151639,20563
103100,20259
103748,20259
151954,20521
151772,20540
27192,20563
99822,20563
152017,20563
111750,20574
114205,20502
114369,20502
115168,20505
76707,20432
87937,20495
55509,20495
55518,20495
103756,20495
27409,20497
79748,20199
151706,20290
27201,20495
115526,20495
153212,20234
43980,20509
103962,20495
103969,20495
54503,20521
27388,20495
92024,20388
52179,20499
55901,20521
104027,20495
52578,20246
27815,20505
23386,20497
55171,20504
26001,20507
27529,20563
27681,20258
27776,20499
27311,20495
95663,20495
27797,20497
95682,20495
26168,20507
27329,20495
95922,20495
50254,20505
152675,20495
152699,20495
152704,20495
95730,20495
99649,20495
55826,20495
27510,20495
27635,20495
152842,20495
91698,20495
27700,20495
55895,20495
99767,20495
99778,20495
55993,20495
56018,20495
99922,20495
27953,20495
48241,20495
91819,20495
48312,20495
48309,20256
49118,20521
48436,20495
48698,20495
48699,20495
48756,20495
48785,20495
49216,20495
49365,20495
49388,20495
49391,20495
49438,20495
49499,20495
50561,20521
48603,20267
49677,20495
49830,20495
50013,20495
50043,20495
50056,20495
50147,20495
50729,20495
50845,20495
50860,20495
50993,20495
50934,20505
50725,20521
50819,20521
49259,20522
51819,20505
51820,20505
51565,20496
51771,20267
51105,20502
51354,20502
4077,20505
4214,20495
4530,20495
197,20553
4055,20521
4411,20521
513,20521
4598,20521
749,20540
780,20540
792,20521
4745,20521
44172,20505
990,20521
4228,20540
4908,20521
1431,20540
5147,20521
1684,20540
1420,20521
1888,20540
1917,20540
1932,20540
1954,20540
1695,20521
213,20495
2751,20521
11909,20521
1425,20495
1852,20495
2834,20521
19992,20495
2958,20521
12133,20495
2997,20521
5600,20521
16152,20495
16179,20495
24092,20495
24136,20495
36755,20521
44430,20505
44734,20505
16289,20495
16324,20495
16339,20495
87,20514
3157,20521
20352,20495
3262,20521
52272,20505
40059,20495
52420,20505
36230,20495
36949,20521
37057,20521
3461,20521
5517,20495
3673,20505
3506,20521
3777,20505
3598,20521
8123,20495
20401,20495
20420,20495
37074,20521
37082,20521
37439,20521
40570,20505
40651,20505
19984,20505
60241,20495
28167,20495
28217,20495
8318,20495
3279,20495
16755,20521
40923,20505
5852,20521
5853,20521
5885,20521
37622,20521
44605,20495
37694,20521
32142,20495
20500,20495
40853,20505
3330,20495
16716,20256
6059,20521
60320,20495
28259,20495
37735,20521
38013,20505
36891,20495
36909,20495
2424,20540
2440,20540
3738,20521
3900,20521
16635,20495
16702,20495
56344,20495
56371,20495
52687,20495
3543,20388
60441,20495
60351,20495
60398,20495
37371,20495
8859,20521
20604,20495
56417,20495
16775,20495
52822,20495
52852,20495
52909,20495
2576,20527
64866,20540
64919,20540
64989,20540
64438,20353
65388,20563
65248,20623
65262,20540
66073,20521
66131,20521
65563,20623
17066,20521
17212,20521
8935,20521
20701,20495
16908,20495
16940,20495
56492,20495
6183,20495
52951,20495
64332,20495
64466,20495
20783,20495
12663,20495
41053,20495
41115,20495
41189,20495
56634,20495
17008,20495
64574,20495
64599,20495
53162,20495
53196,20495
31995,20502
64836,20495
65269,20332
66457,20495
9062,20495
9165,20495
41518,20495
20860,20505
56668,20495
24407,20495
9227,20495
9247,20495
12917,20495
12949,20495
66613,20626
66580,20623
66608,20623
66769,20623
66956,20623
67015,20540
41315,20563
17254,20495
12971,20495
24528,20495
32250,20495
13131,20521
13225,20521
32605,20521
17421,20495
32527,20502
33101,20540
33155,20521
33160,20521
33232,20521
33640,20521
33871,20521
56889,20495
28428,20521
33371,20505
21636,20505
44869,20505
60928,20495
7022,20521
7092,20289
6120,20505
6966,20521
38136,20505
32460,20495
24713,20495
2384,20289
56983,20495
6079,20289
21400,20495
6547,20563
7083,20563
13256,20495
28420,20563
29189,20521
9607,20521
32479,20495
21310,20521
66901,20355
32558,20509
33918,20521
34023,20505
34093,20505
34145,20505
33565,20563
34338,20521
34261,20540
34306,20540
34525,20505
34583,20505
34527,20521
34797,20505
34650,20521
34941,20505
57242,20495
41656,20495
17647,20495
17674,20495
17703,20495
17718,20495
28759,20495
9855,20521
7235,20289
9437,20495
21954,20256
67789,20521
67994,20540
64820,20502
66929,20365
44952,20495
42154,20505
42385,20505
45014,20495
6792,20495
13437,20495
53274,20495
7864,20535
68142,20540
7476,20505
61147,20495
67596,20495
9572,20495
35302,20505
35158,20521
35538,20505
35321,20521
13496,20495
7411,20495
28991,20495
