id,name,max_height,city,max_far,coverage,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14
178543,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-40-X,40.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178544,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-50-X,50.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178545,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-65-X,65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178546,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-85-X,85.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178547,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178548,PUBLIC-130-D,130.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178549,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178550,PUBLIC-50-X,50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178551,PUBLIC-65-X,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178552,PUBLIC-85-X,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178553,PUBLIC-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178554,PARKMERCED-MIXED USE-SOCIAL HEART-65-PM,65.0,101,5.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178555,PARKMERCED-OPEN SPACE-40-OS-PM,40.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178556,PARKMERCED-OPEN SPACE-40-X,40.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178557,PARKMERCED-RESIDENTIAL-65-PM,65.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178558,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-130-V",130.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178559,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-A",80.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178560,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-T",80.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178561,SOUTH OF MARKET RESIDENTIAL ENCLAVE-130-L,130.0,101,3.0,,f,t,t,t,t,f,f,f,f,t,t,t,t,t
178571,"RESIDENTIAL- HOUSE, ONE FAMILY-32-X",32.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178573,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178574,"RESIDENTIAL- HOUSE, ONE FAMILY-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178575,"RESIDENTIAL- HOUSE, ONE FAMILY-55-X",55.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178576,"RESIDENTIAL- HOUSE, ONE FAMILY-65-A",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178577,"RESIDENTIAL- HOUSE, ONE FAMILY-65-J",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178578,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178579,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-28-X",28.0,101,3.0,,t,t,t,t,t,t,f,f,f,t,t,t,t,t
178580,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,3.0,,t,t,t,t,t,t,f,f,f,t,t,t,t,t
178581,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-45-X",45.0,101,3.0,,t,t,t,t,t,t,f,f,f,t,t,t,t,t
178582,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-65-A",65.0,101,3.0,,t,t,t,t,t,t,f,f,f,t,t,t,t,t
178583,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178584,"RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178585,"RESIDENTIAL- HOUSE, TWO FAMILY-105-A",105.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178586,"RESIDENTIAL- HOUSE, TWO FAMILY-105-D",105.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178587,"RESIDENTIAL- HOUSE, TWO FAMILY-130-D",130.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178588,"RESIDENTIAL- HOUSE, TWO FAMILY-160-D",160.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178589,"RESIDENTIAL- HOUSE, TWO FAMILY-28-X",28.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178590,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178591,"RESIDENTIAL- HOUSE, TWO FAMILY-45-X",45.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178592,"RESIDENTIAL- HOUSE, TWO FAMILY-48-X",48.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178593,"RESIDENTIAL- HOUSE, TWO FAMILY-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178595,"RESIDENTIAL- HOUSE, TWO FAMILY-65-A",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178597,"RESIDENTIAL- HOUSE, TWO FAMILY-65-X",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178598,"RESIDENTIAL- HOUSE, TWO FAMILY-80-A",80.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178599,"RESIDENTIAL- HOUSE, TWO FAMILY-CP",0.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178600,"RESIDENTIAL- HOUSE, TWO FAMILY-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178602,"RESIDENTIAL- MIXED, MODERATE DENSITY-100-A",100.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178603,"RESIDENTIAL- HOUSE, THREE FAMILY-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178604,"RESIDENTIAL- HOUSE, THREE FAMILY-48-X",48.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178605,"RESIDENTIAL- HOUSE, THREE FAMILY-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178606,"RESIDENTIAL- HOUSE, THREE FAMILY-65-A",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178607,"RESIDENTIAL- HOUSE, THREE FAMILY-65-A-1",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178608,"RESIDENTIAL- HOUSE, THREE FAMILY-65-N",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178609,"RESIDENTIAL- HOUSE, THREE FAMILY-65-X",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178610,"RESIDENTIAL- HOUSE, THREE FAMILY-80-A",80.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178611,"RESIDENTIAL- HOUSE, THREE FAMILY-80-D",80.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178612,"RESIDENTIAL- HOUSE, THREE FAMILY-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178613,"RESIDENTIAL - MIXED, LOW DENSITY-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178614,"RESIDENTIAL- MIXED, LOW DENSITY-105-A",105.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178615,"RESIDENTIAL- MIXED, LOW DENSITY-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178616,"RESIDENTIAL- MIXED, LOW DENSITY-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178617,"RESIDENTIAL- MIXED, LOW DENSITY-65-A",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178618,"RESIDENTIAL- MIXED, MODERATE DENSITY-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178619,"RESIDENTIAL- MIXED, HIGH DENSITY-65-N",65.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178621,"RESIDENTIAL- MIXED, LOW DENSITY-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178624,"RESIDENTIAL- MIXED, MODERATE DENSITY-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178626,"RESIDENTIAL- MIXED, MODERATE DENSITY-65-A",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178627,"RESIDENTIAL- MIXED, MODERATE DENSITY-65-A-1",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178629,"RESIDENTIAL- MIXED, MODERATE DENSITY-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178630,"RESIDENTIAL- MIXED, MEDIUM DENSITY-105-D",105.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178632,"RESIDENTIAL- MIXED, MEDIUM DENSITY-160-B",160.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178633,"RESIDENTIAL- MIXED, MEDIUM DENSITY-40-X",40.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178634,"RESIDENTIAL- MIXED, MEDIUM DENSITY-50-X",50.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178635,"RESIDENTIAL- MIXED, MEDIUM DENSITY-65-A",65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178636,"RESIDENTIAL- MIXED, MEDIUM DENSITY-65-N",65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178637,"RESIDENTIAL- MIXED, MEDIUM DENSITY-80-A",80.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178638,"RESIDENTIAL- MIXED, MEDIUM DENSITY-80-D",80.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178639,"RESIDENTIAL- MIXED, MEDIUM DENSITY-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178640,"RESIDENTIAL- MIXED, HIGH DENSITY-105-D",105.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178641,"RESIDENTIAL- MIXED, HIGH DENSITY-130-V",130.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178642,"RESIDENTIAL- MIXED, HIGH DENSITY-160-A",160.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178643,"RESIDENTIAL- MIXED, HIGH DENSITY-240-E",240.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178644,"RESIDENTIAL- MIXED, HIGH DENSITY-240-G",240.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178645,"RESIDENTIAL- MIXED, HIGH DENSITY-40-X",40.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178646,"RESIDENTIAL- MIXED, HIGH DENSITY-50-X",50.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178647,"RESIDENTIAL- MIXED, HIGH DENSITY-65-85-N",65.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178648,"RESIDENTIAL- MIXED, HIGH DENSITY-65-A",65.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178649,COMMUNITY BUSINESS-40-X,40.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178650,"RESIDENTIAL- MIXED, HIGH DENSITY-80-A",80.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178651,COMMUNITY BUSINESS-65-X,65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178652,COMMUNITY BUSINESS-84-E,84.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178653,COMMUNITY BUSINESS-OS,0.0,101,5.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178654,RESIDENTIAL TRANSIT ORIENTED- MISSION-45-X,45.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178655,URBAN MIXED USE-40-X,40.0,101,3.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178656,URBAN MIXED USE-48-X,48.0,101,3.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178657,URBAN MIXED USE-68-X,68.0,101,5.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178658,VV-MU3,35.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178659,VV-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178660,VV-R4,45.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178661,VV-R5,55.0,101,4.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178662,CHINATOWN-COMMUNITY BUSINESS-65-85-N,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178663,CHINATOWN-COMMUNITY BUSINESS-65-N,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178664,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178665,CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL-50-N,50.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178666,CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL-65-85-N,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178667,CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178668,CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL-65-N,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178669,CHINATOWN- VISITOR RETAIL-50-N,50.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178670,LIGHT INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178671,LIGHT INDUSTRIAL-65-J,65.0,101,5.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178672,LIGHT INDUSTRIAL-80-E,80.0,101,5.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178673,HEAVY INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,t,f,t,t,t,t,t,t,t,t
178674,HEAVY INDUSTRIAL-65-J,65.0,101,5.0,,f,t,t,t,t,f,t,t,t,t,t,t,t,t
178675,HEAVY INDUSTRIAL-80-E,80.0,101,5.0,,f,t,t,t,t,f,t,t,t,t,t,t,t,t
178676,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-40-X,40.0,101,5.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178677,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-MB-RA,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178678,MIXED USE-RESIDENTIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178679,MIXED USE-RESIDENTIAL-68-X,68.0,101,5.0,,f,t,t,t,t,t,t,t,f,t,t,t,t,t
178680,"NEIGHBORHOOD COMMERCIAL, CLUSTER-32-X",32.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178681,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178682,"NEIGHBORHOOD COMMERCIAL, CLUSTER-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178683,"NEIGHBORHOOD COMMERCIAL, CLUSTER-OS",0.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178684,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-100-A",100.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178685,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-105-A",105.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178686,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40-X",40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178687,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-45-X",45.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178688,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-50-X",50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178689,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-55-X",55.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178690,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-65-A",65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178691,COMMUNITY BUSINESS-165-I,165.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178692,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-80-A",80.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178693,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-130-E",130.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178694,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-130-V",130.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178695,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-40-X",40.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178696,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-55-X",55.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178697,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-56-X",56.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178698,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-65-A",65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178699,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-65-X",65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178700,COMMUNITY BUSINESS-65-A,65.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178701,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-80-T",80.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178702,24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178703,BROADWAY NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178704,BROADWAY NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178705,BROADWAY NEIGHBORHOOD COMMERCIAL-65-A-1,65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178706,BROADWAY NEIGHBORHOOD COMMERCIAL-65-N,65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178707,HAIGHT STREET NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178708,HAIGHT STREET NEIGHBORHOOD COMMERCIAL-50-X,50.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178709,INNER SUNSET NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178710,NORTH BEACH NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178711,NORTH BEACH NEIGHBORHOOD COMMERCIAL-65-N,65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178712,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,5.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178713,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,5.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178714,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178715,POLK STREET NEIGHBORHOOD COMMERCIAL-130-E,130.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178716,POLK STREET NEIGHBORHOOD COMMERCIAL-130-V,130.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178717,POLK STREET NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178718,POLK STREET NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178719,POLK STREET NEIGHBORHOOD COMMERCIAL-80-A,80.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178720,POLK STREET NEIGHBORHOOD COMMERCIAL-80-D,80.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178721,POLK STREET NEIGHBORHOOD COMMERCIAL-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178722,"RESIDENTIAL- MIXED, LOW DENSITY-CP",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178723,UNION STREET NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178724,UNION STREET NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178725,UNION STREET NEIGHBORHOOD COMMERCIAL-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178726,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-40-X",40.0,101,5.0,,f,t,t,t,t,f,f,f,f,t,t,t,t,t
178728,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-65-J",65.0,101,5.0,,f,t,t,t,t,f,f,f,f,t,t,t,t,t
178735,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-28-X,28.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178736,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178737,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-45-X,45.0,101,3.0,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178738,PUBLIC-130-E,130.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178739,PUBLIC-220-F,220.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178740,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178741,PUBLIC-58-X,58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178742,PUBLIC-65-85-N,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178743,PUBLIC-65-A,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178744,PUBLIC-65-J,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178745,PUBLIC-65-N,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178746,PUBLIC-65-X,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178748,PUBLIC-85-X,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178749,PUBLIC-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178750,PDR LIGHT INDUSTRIAL BUFFER-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178751,PDR LIGHT INDUSTRIAL BUFFER-65-J,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178752,PDR LIGHT INDUSTRIAL BUFFER-OS,0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178753,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-68-X",68.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,t,t,t,t
178754,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178755,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-65-X",65.0,101,5.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178756,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-80-X",80.0,101,5.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178757,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-85-X",85.0,101,6.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178758,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-40-X",40.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178759,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-65-J",65.0,101,5.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178760,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-80-E",80.0,101,5.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178761,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-OS",0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178762,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-T",80.0,101,4.80000019073,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
178763,PUBLIC- WATER-OS,0.0,101,3.0,,f,f,t,t,t,f,f,f,f,t,t,t,t,t
178764,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-40-X",40.0,101,3.59999990463,,f,t,t,t,t,t,f,f,f,t,t,t,t,t
