id,name,max_height,city,max_far,coverage,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14
105624,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-50-X,50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105625,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-55-X,55.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105626,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-65-B,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105627,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-65-X,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105628,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-80-B,80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105629,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-85-X,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105630,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT-OS,0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105631,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-28-X,28.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105632,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108380,PUBLIC-OS,0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108381,PDR LIGHT INDUSTRIAL BUFFER-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108384,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108385,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-45-X",45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108386,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-58-X",58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108388,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108389,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-50-X",50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108390,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-58-X",58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105638,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105639,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-50/55-X,55.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105641,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-60/65-X,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105645,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-55-X,55.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105648,NEIGHBORHOOD COMMERCIAL TRANSIT 1-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105649,NEIGHBORHOOD COMMERCIAL TRANSIT 1-45-X,45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105650,NEIGHBORHOOD COMMERCIAL TRANSIT-2-45-X,45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105651,NEIGHBORHOOD COMMERCIAL TRANSIT-2-68-X,68.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105653,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105654,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-50-X,50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105655,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-68-X,68.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105656,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-85-X,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105657,PUBLIC-,0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105658,PUBLIC-105-E,105.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105659,PUBLIC-130-D,130.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105660,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-65/240-EP",240.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105661,PUBLIC-160-E,160.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105663,PUBLIC-220-F,220.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105665,PUBLIC-28-X,28.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105667,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105669,PUBLIC-45-X,45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105671,"NEIGHBORHOOD COMMERCIAL, CLUSTER-CP",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108393,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-68-X",68.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108395,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108396,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-65-J",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108397,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-80-E",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108398,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-OS",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108399,PARKMERCED-COMMUNITY/FITNESS-40-OS-PM,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108400,PARKMERCED-MIXED USE-SOCIAL HEART-65-PM,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108401,PARKMERCED-MIXED USE-NEIGHBORHOOD COMMONS-65-PM,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108404,PARKMERCED-OPEN SPACE-45-PM,45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108409,PARKMERCED-RESIDENTIAL-65-PM,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108394,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-85-X",85.0,101,6.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105677,PUBLIC-65-J,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105679,PUBLIC-65-X,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105693,PUBLIC-OS,0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105694,PDR LIGHT INDUSTRIAL BUFFER-40-X,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105697,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105698,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-45-X",45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105699,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-58-X",58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105701,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105702,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-50-X",50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105703,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-58-X",58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105706,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-68-X",68.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105707,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-85-X",85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105708,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105871,"RESIDENTIAL- HOUSE, TWO FAMILY-28-X",28.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105875,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108410,PARKMERCED-RESIDENTIAL-85-PM,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108413,PUBLIC- WATER-OS,0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
108414,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105709,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-65-J",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105710,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-80-E",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105711,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-OS",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105712,PARKMERCED-COMMUNITY/FITNESS-40-OS-PM,40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105713,PARKMERCED-MIXED USE-SOCIAL HEART-65-PM,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105714,PARKMERCED-MIXED USE-NEIGHBORHOOD COMMONS-65-PM,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105717,PARKMERCED-OPEN SPACE-45-PM,45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105722,PARKMERCED-RESIDENTIAL-65-PM,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105723,PARKMERCED-RESIDENTIAL-85-PM,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105726,PUBLIC- WATER-OS,0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105727,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105735,"RESIDENTIAL- HOUSE, ONE FAMILY-32-X",32.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105737,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105741,"RESIDENTIAL- HOUSE, ONE FAMILY-65-A",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105744,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105746,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-28-X",28.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105747,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105749,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-65-A",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105751,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101267,DOWNTOWN- OFFICE-84-X,84.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101254,DOWNTOWN- OFFICE-250-S,250.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101268,DOWNTOWN- OFFICE-85-X,85.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101265,DOWNTOWN- OFFICE-75-X,75.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101261,DOWNTOWN- OFFICE-50/85/550-TB,550.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101258,DOWNTOWN- OFFICE-350-S,350.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103362,URBAN MIXED USE-45-X,45.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103558,PUBLIC-65-J,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103556,PUBLIC-58-X,58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103578,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-65-J",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103581,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-80-X",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103566,PUBLIC-85-X,85.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103582,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-85-X",85.0,101,6.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103571,PDR LIGHT INDUSTRIAL BUFFER-65-J,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103561,PUBLIC-65-X,65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103550,PUBLIC-220-F,220.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103584,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-65-J",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105753,"RESIDENTIAL- HOUSE, TWO FAMILY-130-D",130.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105759,"RESIDENTIAL- HOUSE, TWO FAMILY-32-X",32.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105761,"RESIDENTIAL- HOUSE, TWO FAMILY-45-X",45.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105762,"RESIDENTIAL- HOUSE, TWO FAMILY-48-X",48.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105766,"RESIDENTIAL- HOUSE, TWO FAMILY-65-A",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105778,"RESIDENTIAL- HOUSE, THREE FAMILY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105783,"RESIDENTIAL- HOUSE, THREE FAMILY-65-A",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105787,"RESIDENTIAL- HOUSE, THREE FAMILY-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103709,"RESIDENTIAL- MIXED, LOW DENSITY-40-X",40.0,101,1.79999995232,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
103758,URBAN MIXED USE-40-X,40.0,101,3.0,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
103784,LIGHT INDUSTRIAL-65-J,65.0,101,5.0,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
105791,"RESIDENTIAL- MIXED, LOW DENSITY-32-X",32.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105792,"RESIDENTIAL- MIXED, LOW DENSITY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105793,"RESIDENTIAL- MIXED, LOW DENSITY-45-X",45.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105795,"RESIDENTIAL- MIXED, LOW DENSITY-65-A",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105797,"RESIDENTIAL- MIXED, LOW DENSITY-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105798,"RESIDENTIAL- MIXED, MODERATE DENSITY-100-A",100.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105800,"RESIDENTIAL- MIXED, MODERATE DENSITY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105801,"RESIDENTIAL- HOUSE, ONE FAMILY-50-X",50.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105802,"RESIDENTIAL- MIXED, MODERATE DENSITY-80-E",80.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105819,"RESIDENTIAL- MIXED, HIGH DENSITY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105820,"RESIDENTIAL- MIXED, HIGH DENSITY-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103862,LIGHT INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
103964,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40/65-X",65.0,101,2.5,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
105852,URBAN MIXED USE-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105854,URBAN MIXED USE-48-X,48.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105855,"RESIDENTIAL- HOUSE, TWO FAMILY-80-E",80.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105856,URBAN MIXED USE-68-X,68.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103966,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40-X",40.0,101,2.5,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
105928,"RESIDENTIAL- HOUSE, TWO FAMILY-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105950,"RESIDENTIAL- HOUSE, THREE FAMILY-48-X",48.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
105963,LIGHT INDUSTRIAL-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
104368,HEAVY INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
104429,PUBLIC-40-X,40.0,101,5.0,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
106072,"NEIGHBORHOOD COMMERCIAL, CLUSTER-32-X",32.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106087,"RESIDENTIAL- MIXED, MEDIUM DENSITY-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106095,"NEIGHBORHOOD COMMERCIAL, CLUSTER-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106096,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-100-A",100.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106113,HZ-9,85.0,101,3.0,1.0,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106149,HZ-9-FS5,85.0,101,3.0,1.0,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106327,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-45-X,45.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106387,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-45-X",45.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106432,URBAN MIXED USE-45-X,45.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106434,"RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106461,PUBLIC-68-X,68.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106479,MIXED USE-RESIDENTIAL-68-X,68.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106514,"RESIDENTIAL- HOUSE, THREE FAMILY-130-D",130.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106528,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-58-X",58.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106532,HEAVY COMMERCIAL-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106542,HEAVY INDUSTRIAL-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106543,HEAVY INDUSTRIAL-65-J,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106544,HEAVY INDUSTRIAL-80-E,80.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106548,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-MB-RA,0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106561,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106571,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106572,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-50-X",50.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106573,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-65-A",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106574,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-OS",0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106575,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106576,24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106592,COMMUNITY BUSINESS-OS,0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106594,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-26-40-X",26.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106595,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106601,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106617,PUBLIC-,0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106618,PUBLIC-105-E,105.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106620,PUBLIC-220-F,220.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106623,PUBLIC-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106626,PUBLIC-58-X,58.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106628,PUBLIC-65-J,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106631,PUBLIC-65-X,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106634,PUBLIC-80-D,80.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106636,PUBLIC-85-X,85.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106639,PUBLIC-OS,0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106640,PDR LIGHT INDUSTRIAL BUFFER-40-X,40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106641,PDR LIGHT INDUSTRIAL BUFFER-65-J,65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106644,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-58-X",58.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106645,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-68-X",68.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106646,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106648,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-65-J",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106649,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-65-X",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106650,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-68-X",68.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106651,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-80-X",80.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106652,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-85-X",85.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106653,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106654,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-65-J",65.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106655,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-80-E",80.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106667,PUBLIC- WATER-OS,0.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106680,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,0.75,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106687,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,0.75,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106690,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,0.75,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106694,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",0.0,101,0.75,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106704,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,0.75,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
106726,"RESIDENTIAL- MIXED, LOW DENSITY-40/65-X",65.0,101,0.75,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
